transactionId,userId,merchantId,amount,currency,timestamp,deviceId,ipAddress,location,paymentMethodRef,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isFraud,fraudScenario
tx_legit_008496,usr_norm_2514,merch_razorpay_094,1059.39,INR,2026-08-02T04:37:34+00:00,dev_fingerprint_1204,192.168.157.252,"Hyderabad, IN",pm_tok_synthetic_03055,81,1,0,1,1,0,NONE
tx_legit_008273,usr_norm_1205,merch_razorpay_092,348.3,INR,2026-08-02T04:37:49+00:00,dev_family_shared_010,192.168.172.207,"Kolkata, IN",pm_tok_synthetic_01657,884,1,0,6,2,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_000397,usr_norm_1963,merch_razorpay_021,697.21,INR,2026-08-02T04:45:30+00:00,dev_fingerprint_1730,192.168.10.6,"Mumbai, IN",pm_tok_synthetic_03276,323,1,0,2,11,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010143,usr_norm_1321,merch_razorpay_024,391.89,INR,2026-08-02T04:47:47+00:00,dev_fingerprint_1626,192.168.222.168,"Hyderabad, IN",pm_tok_synthetic_00238,858,1,0,1,2,0,NONE
tx_legit_001126,usr_norm_0942,merch_razorpay_053,374.93,INR,2026-08-02T04:48:55+00:00,dev_fingerprint_0363,192.168.10.5,"Kolkata, IN",pm_tok_synthetic_00305,206,1,0,1,19,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_013476,usr_norm_2600,merch_razorpay_044,121.89,INR,2026-08-02T04:51:13+00:00,dev_family_shared_013,192.168.28.61,"Chennai, IN",pm_tok_synthetic_02912,81,1,0,3,2,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010035,usr_norm_1732,merch_razorpay_051,335.96,INR,2026-08-02T04:51:58+00:00,dev_fingerprint_0211,192.168.242.146,"Delhi, IN",pm_tok_synthetic_00298,87,1,0,2,2,0,NONE
tx_legit_011117,usr_norm_1432,merch_razorpay_033,1250.25,INR,2026-08-02T04:52:12+00:00,dev_fingerprint_0276,192.168.10.8,"Hyderabad, IN",pm_tok_synthetic_03154,163,2,0,1,9,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_008907,usr_norm_0286,merch_razorpay_015,1449.82,INR,2026-08-02T04:55:39+00:00,dev_fingerprint_0087,10.0.25.235,"Delhi, IN",pm_tok_synthetic_00865,937,1,0,1,1,0,NONE
tx_legit_011391,usr_norm_0019,merch_razorpay_097,989.48,INR,2026-08-02T05:05:33+00:00,dev_fingerprint_0484,192.168.151.56,"Chennai, IN",pm_tok_synthetic_00107,384,1,0,3,1,0,NONE
tx_legit_010316,usr_norm_1587,merch_razorpay_070,187.69,INR,2026-08-02T05:05:45+00:00,dev_family_shared_029,192.168.162.47,"Hyderabad, IN",pm_tok_synthetic_01826,646,1,0,4,2,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_001868,usr_norm_2978,merch_razorpay_021,314.05,INR,2026-08-02T05:08:07+00:00,dev_family_shared_021,192.168.31.64,"Bengaluru, IN",pm_tok_synthetic_02252,276,1,0,3,1,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_fraud_000181,usr_burstB_017,merch_razorpay_092,8159.93,INR,2026-08-02T05:09:43+00:00,dev_burstB_007,203.0.113.103,"Mumbai, IN",pm_tok_burstB_002,6,24,4,3,13,1,SHARED_IP_BURST
tx_legit_007849,usr_norm_1418,merch_razorpay_096,880.94,INR,2026-08-02T05:10:12+00:00,dev_fingerprint_1026,192.168.229.213,"Hyderabad, IN",pm_tok_synthetic_03325,78,1,0,2,3,0,NONE
tx_legit_004558,usr_norm_1043,merch_razorpay_013,239.76,INR,2026-08-02T05:10:51+00:00,dev_fingerprint_1499,192.168.93.26,"Ahmedabad, IN",pm_tok_synthetic_01469,56,2,0,1,1,0,NONE
tx_legit_001299,usr_norm_1360,merch_razorpay_043,250.0,INR,2026-08-02T05:13:29+00:00,dev_fingerprint_0114,192.168.73.180,"Delhi, IN",pm_tok_synthetic_01425,915,1,0,2,2,0,NONE
tx_legit_013017,usr_norm_0949,merch_razorpay_054,421.94,INR,2026-08-02T05:14:08+00:00,dev_fingerprint_1901,192.168.153.203,"Delhi, IN",pm_tok_synthetic_02444,67,2,1,1,1,0,NONE
tx_legit_005918,usr_norm_0148,merch_razorpay_018,260.55,INR,2026-08-02T05:17:23+00:00,dev_fingerprint_0381,192.168.10.9,"Ahmedabad, IN",pm_tok_synthetic_03017,360,1,0,2,21,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_007406,usr_norm_1598,merch_razorpay_032,359.52,INR,2026-08-02T05:22:34+00:00,dev_family_shared_013,192.168.107.14,"Mumbai, IN",pm_tok_synthetic_01353,822,1,1,6,1,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_001879,usr_norm_1801,merch_razorpay_032,409.77,INR,2026-08-02T05:24:23+00:00,dev_fingerprint_2284,192.168.36.10,"Mumbai, IN",pm_tok_synthetic_00176,70,1,0,1,2,0,NONE
tx_legit_000670,usr_norm_2070,merch_razorpay_063,604.89,INR,2026-08-02T05:29:39+00:00,dev_fingerprint_1846,192.168.145.175,"Hyderabad, IN",pm_tok_synthetic_01092,35,1,0,1,2,0,NONE
tx_legit_004051,usr_norm_1465,merch_razorpay_093,501.27,INR,2026-08-02T05:29:43+00:00,dev_fingerprint_1291,192.168.10.9,"Kolkata, IN",pm_tok_synthetic_00777,313,1,0,2,16,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_009713,usr_norm_1185,merch_razorpay_010,466.57,INR,2026-08-02T05:33:29+00:00,dev_fingerprint_0298,192.168.10.2,"Bengaluru, IN",pm_tok_synthetic_01937,840,1,0,2,20,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_fraud_000199,usr_burstB_005,merch_razorpay_012,6313.53,INR,2026-08-02T05:35:03+00:00,dev_burstB_005,203.0.113.101,"Pune, IN",pm_tok_burstB_005,28,14,5,2,30,1,SHARED_IP_BURST
tx_fraud_000474,usr_anomD_074,merch_razorpay_083,94272.51,INR,2026-08-02T05:36:15+00:00,dev_anomD_074,192.0.2.78,VPN Exit Node,pm_tok_anomD_074,7,13,6,1,1,1,BEHAVIORAL_ANOMALY
tx_legit_010173,usr_norm_2209,merch_razorpay_086,327.8,INR,2026-08-02T05:40:09+00:00,dev_fingerprint_1896,192.168.89.253,"Pune, IN",pm_tok_synthetic_01158,939,1,0,1,1,0,NONE
tx_legit_000495,usr_norm_0225,merch_razorpay_085,869.1,INR,2026-08-02T05:41:33+00:00,dev_fingerprint_1982,192.168.10.7,"Hyderabad, IN",pm_tok_synthetic_02282,557,1,0,1,16,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_013661,usr_norm_0133,merch_razorpay_013,873.02,INR,2026-08-02T05:43:47+00:00,dev_fingerprint_0408,192.168.91.205,"Delhi, IN",pm_tok_synthetic_01315,307,1,0,1,3,0,NONE
tx_legit_009096,usr_norm_1548,merch_razorpay_047,468.03,INR,2026-08-02T05:44:58+00:00,dev_fingerprint_1818,192.168.121.133,"Ahmedabad, IN",pm_tok_synthetic_00271,167,1,0,1,1,0,NONE
tx_legit_011689,usr_norm_1919,merch_razorpay_030,450.54,INR,2026-08-02T05:45:16+00:00,dev_fingerprint_0807,10.0.72.126,"Pune, IN",pm_tok_synthetic_02008,340,1,0,1,1,0,NONE
tx_legit_003896,usr_norm_0747,merch_razorpay_058,442.01,INR,2026-08-02T05:46:28+00:00,dev_fingerprint_1979,192.168.80.142,"Hyderabad, IN",pm_tok_synthetic_02299,677,1,0,2,1,0,NONE
tx_legit_010601,usr_norm_0034,merch_razorpay_036,324.79,INR,2026-08-02T05:46:58+00:00,dev_fingerprint_0708,192.168.111.26,"Bengaluru, IN",pm_tok_synthetic_01163,881,3,0,1,2,0,NONE
tx_legit_001041,usr_norm_0327,merch_razorpay_058,641.4,INR,2026-08-02T05:47:48+00:00,dev_fingerprint_1602,192.168.57.2,"Bengaluru, IN",pm_tok_synthetic_01479,272,1,0,1,1,0,NONE
tx_legit_012395,usr_norm_1915,merch_razorpay_070,1565.65,INR,2026-08-02T05:50:17+00:00,dev_fingerprint_1313,10.0.247.110,"Bengaluru, IN",pm_tok_synthetic_02389,554,1,0,1,1,0,NONE
tx_legit_013418,usr_norm_1586,merch_razorpay_009,401.52,INR,2026-08-02T05:51:56+00:00,dev_fingerprint_1825,192.168.244.198,"Bengaluru, IN",pm_tok_synthetic_02578,871,1,0,1,1,0,NONE
tx_legit_009081,usr_norm_1129,merch_razorpay_087,154.28,INR,2026-08-02T05:52:19+00:00,dev_fingerprint_1341,192.168.164.29,"Hyderabad, IN",pm_tok_synthetic_00644,103,1,0,1,1,0,NONE
tx_legit_009798,usr_norm_0583,merch_razorpay_082,1087.65,INR,2026-08-02T05:52:41+00:00,dev_fingerprint_1929,192.168.10.7,"Pune, IN",pm_tok_synthetic_00207,187,2,0,2,12,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005673,usr_norm_1133,merch_razorpay_074,585.83,INR,2026-08-02T05:54:12+00:00,dev_fingerprint_0140,192.168.221.28,"Ahmedabad, IN",pm_tok_synthetic_02300,306,1,0,3,1,0,NONE
tx_legit_012651,usr_norm_1442,merch_razorpay_049,108.43,INR,2026-08-02T05:55:08+00:00,dev_fingerprint_1263,192.168.10.2,"Pune, IN",pm_tok_synthetic_02480,595,1,0,2,21,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_009506,usr_norm_0282,merch_razorpay_021,167.29,INR,2026-08-02T05:56:22+00:00,dev_family_shared_022,192.168.40.20,"Ahmedabad, IN",pm_tok_synthetic_01164,734,1,0,4,1,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_012047,usr_norm_2488,merch_razorpay_063,603.25,INR,2026-08-02T05:59:30+00:00,dev_fingerprint_0941,192.168.10.4,"Kolkata, IN",pm_tok_synthetic_02206,31,1,1,1,15,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_006517,usr_norm_2764,merch_razorpay_039,286.77,INR,2026-08-02T06:03:28+00:00,dev_fingerprint_1937,192.168.159.65,"Chennai, IN",pm_tok_synthetic_03027,913,1,0,1,1,0,NONE
tx_legit_008780,usr_norm_0565,merch_razorpay_022,149.25,INR,2026-08-02T06:05:25+00:00,dev_fingerprint_0948,192.168.10.8,"Mumbai, IN",pm_tok_synthetic_03491,137,1,0,2,19,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_003135,usr_norm_1866,merch_razorpay_054,534.35,INR,2026-08-02T06:08:50+00:00,dev_fingerprint_1026,192.168.10.1,"Chennai, IN",pm_tok_synthetic_03397,140,1,0,1,12,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010899,usr_norm_2875,merch_razorpay_034,1668.41,INR,2026-08-02T06:10:55+00:00,dev_fingerprint_0236,192.168.56.114,"Pune, IN",pm_tok_synthetic_02714,568,2,0,1,2,0,NONE
tx_fraud_000443,usr_anomD_043,merch_razorpay_035,64778.66,INR,2026-08-02T06:14:00+00:00,dev_anomD_043,192.0.2.249,VPN Exit Node,pm_tok_anomD_043,3,8,4,1,1,1,BEHAVIORAL_ANOMALY
tx_legit_007717,usr_norm_0149,merch_razorpay_064,606.64,INR,2026-08-02T06:14:44+00:00,dev_fingerprint_1619,192.168.76.57,"Delhi, IN",pm_tok_synthetic_02325,705,1,0,3,1,0,NONE
tx_legit_007325,usr_norm_0806,merch_razorpay_005,191.4,INR,2026-08-02T06:15:20+00:00,dev_fingerprint_0750,192.168.10.7,"Hyderabad, IN",pm_tok_synthetic_02664,826,1,0,1,9,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_006825,usr_norm_1491,merch_razorpay_030,220.44,INR,2026-08-02T06:24:02+00:00,dev_fingerprint_0240,192.168.241.225,"Bengaluru, IN",pm_tok_synthetic_00830,18,1,0,1,1,0,NONE
tx_legit_010528,usr_norm_1207,merch_razorpay_031,481.69,INR,2026-08-02T06:30:19+00:00,dev_fingerprint_0703,10.0.31.102,"Pune, IN",pm_tok_synthetic_01284,339,1,0,1,2,0,NONE
tx_legit_007898,usr_norm_2417,merch_razorpay_015,197.93,INR,2026-08-02T06:37:19+00:00,dev_fingerprint_0313,192.168.53.172,"Chennai, IN",pm_tok_synthetic_01521,327,1,0,1,1,0,NONE
tx_legit_011584,usr_norm_2586,merch_razorpay_069,1193.23,INR,2026-08-02T06:41:03+00:00,dev_fingerprint_0151,192.168.105.86,"Delhi, IN",pm_tok_synthetic_00122,583,1,0,1,2,0,NONE
tx_legit_010817,usr_norm_0460,merch_razorpay_090,582.56,INR,2026-08-02T06:41:16+00:00,dev_fingerprint_0811,192.168.80.248,"Mumbai, IN",pm_tok_synthetic_01251,758,1,0,1,2,0,NONE
tx_legit_008071,usr_norm_0510,merch_razorpay_067,1718.69,INR,2026-08-02T06:41:33+00:00,dev_fingerprint_1436,192.168.40.56,"Pune, IN",pm_tok_synthetic_00671,523,2,0,1,1,0,NONE
tx_legit_009042,usr_norm_2616,merch_razorpay_047,474.31,INR,2026-08-02T06:42:27+00:00,dev_fingerprint_1076,10.0.26.34,"Hyderabad, IN",pm_tok_synthetic_01979,747,1,0,1,1,0,NONE
tx_legit_009623,usr_norm_1035,merch_razorpay_014,342.14,INR,2026-08-02T06:42:37+00:00,dev_fingerprint_0457,192.168.27.38,"Pune, IN",pm_tok_synthetic_03003,892,1,1,1,1,0,NONE
tx_legit_012315,usr_norm_2427,merch_razorpay_076,72.17,INR,2026-08-02T06:54:31+00:00,dev_fingerprint_1474,192.168.99.119,"Mumbai, IN",pm_tok_synthetic_00543,795,2,0,2,1,0,NONE
tx_legit_000995,usr_norm_0408,merch_razorpay_097,500.14,INR,2026-08-02T06:56:10+00:00,dev_fingerprint_1007,192.168.10.9,"Bengaluru, IN",pm_tok_synthetic_02908,875,1,0,2,16,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_001870,usr_norm_0175,merch_razorpay_021,257.06,INR,2026-08-02T06:57:32+00:00,dev_fingerprint_1172,192.168.27.148,"Hyderabad, IN",pm_tok_synthetic_00613,183,1,0,1,1,0,NONE
tx_legit_013301,usr_norm_0753,merch_razorpay_062,186.19,INR,2026-08-02T06:58:33+00:00,dev_fingerprint_0307,10.0.241.54,"Ahmedabad, IN",pm_tok_synthetic_03135,261,1,0,1,1,0,NONE
tx_legit_011514,usr_norm_0453,merch_razorpay_096,250.79,INR,2026-08-02T06:59:44+00:00,dev_fingerprint_1605,192.168.186.173,"Bengaluru, IN",pm_tok_synthetic_00066,142,1,0,1,1,0,NONE
tx_fraud_000370,usr_reuseC_003,merch_razorpay_077,20788.92,INR,2026-08-02T07:04:50+00:00,dev_reuseC_003,198.51.100.103,"Delhi, IN",pm_tok_stolenC_3,0,6,3,4,5,1,PAYMENT_REF_REUSE
tx_legit_013500,usr_norm_2815,merch_razorpay_032,1190.65,INR,2026-08-02T07:05:01+00:00,dev_fingerprint_0932,192.168.10.9,"Chennai, IN",pm_tok_synthetic_00603,275,1,0,1,15,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005011,usr_norm_0354,merch_razorpay_051,301.16,INR,2026-08-02T07:07:28+00:00,dev_fingerprint_1436,10.0.39.142,"Bengaluru, IN",pm_tok_synthetic_02432,668,1,0,1,2,0,NONE
tx_legit_000192,usr_norm_0526,merch_razorpay_054,524.65,INR,2026-08-02T07:20:11+00:00,dev_fingerprint_2204,192.168.138.176,"Kolkata, IN",pm_tok_synthetic_00144,581,1,0,2,2,0,NONE
tx_legit_008789,usr_norm_1409,merch_razorpay_089,473.48,INR,2026-08-02T07:32:54+00:00,dev_fingerprint_0779,10.0.102.42,"Pune, IN",pm_tok_synthetic_02775,116,1,0,1,1,0,NONE
tx_legit_010042,usr_norm_2638,merch_razorpay_054,165.11,INR,2026-08-02T07:34:09+00:00,dev_fingerprint_1526,192.168.10.5,"Hyderabad, IN",pm_tok_synthetic_03462,296,1,0,2,12,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_003902,usr_norm_1743,merch_razorpay_096,446.86,INR,2026-08-02T07:36:01+00:00,dev_fingerprint_1597,192.168.56.114,"Kolkata, IN",pm_tok_synthetic_00496,595,1,0,1,2,0,NONE
tx_legit_001476,usr_norm_1781,merch_razorpay_026,404.67,INR,2026-08-02T07:42:29+00:00,dev_fingerprint_0498,192.168.10.8,"Chennai, IN",pm_tok_synthetic_02381,151,1,0,1,13,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_002745,usr_norm_2330,merch_razorpay_081,917.13,INR,2026-08-02T07:46:31+00:00,dev_fingerprint_0734,192.168.10.4,"Bengaluru, IN",pm_tok_synthetic_01462,708,1,1,2,9,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005006,usr_norm_2684,merch_razorpay_054,321.25,INR,2026-08-02T07:59:39+00:00,dev_fingerprint_0939,192.168.229.213,"Hyderabad, IN",pm_tok_synthetic_00826,22,2,0,1,1,0,NONE
tx_legit_006531,usr_norm_2506,merch_razorpay_099,1071.26,INR,2026-08-02T07:59:56+00:00,dev_fingerprint_1011,192.168.65.83,"Delhi, IN",pm_tok_synthetic_00150,302,1,0,1,1,0,NONE
tx_legit_011570,usr_norm_1375,merch_razorpay_024,347.9,INR,2026-08-02T08:00:00+00:00,dev_fingerprint_0537,192.168.25.169,"Bengaluru, IN",pm_tok_synthetic_01632,528,1,0,1,2,0,NONE
tx_legit_001220,usr_norm_2662,merch_razorpay_024,2018.95,INR,2026-08-02T08:02:08+00:00,dev_family_shared_010,192.168.62.45,"Ahmedabad, IN",pm_tok_synthetic_02327,659,3,0,5,1,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_003324,usr_norm_2437,merch_razorpay_013,356.06,INR,2026-08-02T08:03:19+00:00,dev_fingerprint_1290,192.168.92.221,"Bengaluru, IN",pm_tok_synthetic_01265,589,1,0,1,2,0,NONE
tx_legit_004829,usr_norm_1457,merch_razorpay_056,191.84,INR,2026-08-02T08:08:10+00:00,dev_fingerprint_0085,192.168.233.208,"Kolkata, IN",pm_tok_synthetic_03011,859,1,0,2,3,0,NONE
tx_legit_003147,usr_norm_0021,merch_razorpay_017,1193.1,INR,2026-08-02T08:08:36+00:00,dev_fingerprint_1645,192.168.24.192,"Bengaluru, IN",pm_tok_synthetic_00531,641,2,0,1,3,0,NONE
tx_legit_011741,usr_norm_0554,merch_razorpay_069,434.21,INR,2026-08-02T08:11:07+00:00,dev_fingerprint_0153,192.168.20.46,"Chennai, IN",pm_tok_synthetic_02325,78,1,0,2,2,0,NONE
tx_legit_008059,usr_norm_1184,merch_razorpay_098,441.11,INR,2026-08-02T08:13:40+00:00,dev_fingerprint_1137,192.168.10.6,"Delhi, IN",pm_tok_synthetic_01560,215,2,0,2,16,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010343,usr_norm_0968,merch_razorpay_074,736.24,INR,2026-08-02T08:14:22+00:00,dev_fingerprint_0767,192.168.156.38,"Bengaluru, IN",pm_tok_synthetic_00004,535,1,0,1,1,0,NONE
tx_legit_002531,usr_norm_1199,merch_razorpay_008,2285.37,INR,2026-08-02T08:16:13+00:00,dev_fingerprint_1102,192.168.10.7,"Ahmedabad, IN",pm_tok_synthetic_03196,306,2,0,2,18,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_001999,usr_norm_1006,merch_razorpay_034,658.64,INR,2026-08-02T08:18:35+00:00,dev_fingerprint_0371,192.168.213.121,"Ahmedabad, IN",pm_tok_synthetic_03088,595,2,0,1,1,0,NONE
tx_legit_006126,usr_norm_0002,merch_razorpay_059,496.2,INR,2026-08-02T08:19:09+00:00,dev_fingerprint_1084,192.168.14.49,"Ahmedabad, IN",pm_tok_synthetic_01630,336,3,0,1,1,0,NONE
tx_legit_003966,usr_norm_0178,merch_razorpay_006,375.08,INR,2026-08-02T08:33:30+00:00,dev_fingerprint_1001,192.168.49.138,"Ahmedabad, IN",pm_tok_synthetic_02090,471,1,0,1,1,0,NONE
tx_legit_002555,usr_norm_2171,merch_razorpay_022,210.37,INR,2026-08-02T08:33:42+00:00,dev_fingerprint_0047,192.168.114.170,"Delhi, IN",pm_tok_synthetic_02650,641,1,0,1,1,0,NONE
tx_legit_003686,usr_norm_1570,merch_razorpay_054,198.18,INR,2026-08-02T08:35:44+00:00,dev_fingerprint_1569,192.168.183.217,"Mumbai, IN",pm_tok_synthetic_03053,334,1,0,1,1,0,NONE
tx_legit_012703,usr_norm_2014,merch_razorpay_049,544.99,INR,2026-08-02T08:36:31+00:00,dev_fingerprint_0638,192.168.18.245,"Chennai, IN",pm_tok_synthetic_03445,469,2,0,1,1,0,NONE
tx_legit_012192,usr_norm_0292,merch_razorpay_081,286.83,INR,2026-08-02T08:37:05+00:00,dev_fingerprint_0424,192.168.199.90,"Kolkata, IN",pm_tok_synthetic_00590,785,2,0,1,4,0,NONE
tx_legit_003140,usr_norm_0337,merch_razorpay_017,994.57,INR,2026-08-02T08:40:19+00:00,dev_fingerprint_0363,192.168.203.211,"Chennai, IN",pm_tok_synthetic_01307,313,1,0,1,1,0,NONE
tx_legit_005732,usr_norm_1656,merch_razorpay_069,2016.0,INR,2026-08-02T08:44:07+00:00,dev_fingerprint_0751,192.168.81.103,"Kolkata, IN",pm_tok_synthetic_00155,596,1,1,2,1,0,NONE
tx_legit_011549,usr_norm_0245,merch_razorpay_016,371.35,INR,2026-08-02T08:45:56+00:00,dev_fingerprint_1719,192.168.145.243,"Kolkata, IN",pm_tok_synthetic_00832,394,1,0,1,1,0,NONE
tx_legit_008447,usr_norm_2315,merch_razorpay_076,686.68,INR,2026-08-02T08:47:32+00:00,dev_family_shared_002,192.168.174.41,"Delhi, IN",pm_tok_synthetic_00787,495,1,0,6,3,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_012389,usr_norm_0763,merch_razorpay_096,290.36,INR,2026-08-02T08:50:41+00:00,dev_fingerprint_1038,192.168.10.1,"Ahmedabad, IN",pm_tok_synthetic_00448,189,2,0,1,21,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005865,usr_norm_2658,merch_razorpay_043,266.93,INR,2026-08-02T08:55:23+00:00,dev_fingerprint_0858,192.168.10.1,"Mumbai, IN",pm_tok_synthetic_02808,785,1,0,2,15,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_012702,usr_norm_2089,merch_razorpay_094,615.23,INR,2026-08-02T09:00:30+00:00,dev_fingerprint_0886,192.168.234.57,"Chennai, IN",pm_tok_synthetic_02211,335,2,0,3,3,0,NONE
tx_legit_002738,usr_norm_2916,merch_razorpay_040,728.55,INR,2026-08-02T09:03:54+00:00,dev_fingerprint_0969,192.168.155.65,"Bengaluru, IN",pm_tok_synthetic_03103,415,1,0,1,1,0,NONE
tx_legit_012421,usr_norm_2501,merch_razorpay_050,329.14,INR,2026-08-02T09:15:12+00:00,dev_fingerprint_0019,192.168.134.125,"Kolkata, IN",pm_tok_synthetic_03043,35,1,0,1,1,0,NONE
tx_legit_000188,usr_norm_1643,merch_razorpay_054,1223.85,INR,2026-08-02T09:16:09+00:00,dev_fingerprint_2449,192.168.72.226,"Chennai, IN",pm_tok_synthetic_02744,143,1,0,2,3,0,NONE
tx_legit_000087,usr_norm_0672,merch_razorpay_030,881.95,INR,2026-08-02T09:18:19+00:00,dev_fingerprint_2295,192.168.143.7,"Mumbai, IN",pm_tok_synthetic_01587,204,1,0,1,3,0,NONE
tx_legit_007097,usr_norm_0411,merch_razorpay_076,2433.56,INR,2026-08-02T09:20:01+00:00,dev_fingerprint_0451,192.168.143.195,"Mumbai, IN",pm_tok_synthetic_00133,296,1,0,1,1,0,NONE
tx_legit_010475,usr_norm_0879,merch_razorpay_072,493.11,INR,2026-08-02T09:22:47+00:00,dev_fingerprint_0698,10.0.190.254,"Chennai, IN",pm_tok_synthetic_03380,70,1,0,1,1,0,NONE
tx_legit_001524,usr_norm_1093,merch_razorpay_072,1324.12,INR,2026-08-02T09:23:38+00:00,dev_fingerprint_1518,10.0.174.70,"Pune, IN",pm_tok_synthetic_03471,115,1,2,1,1,0,NONE
tx_legit_012379,usr_norm_1847,merch_razorpay_021,1277.39,INR,2026-08-02T09:30:35+00:00,dev_fingerprint_1284,192.168.238.139,"Ahmedabad, IN",pm_tok_synthetic_01576,929,1,0,1,1,0,NONE
tx_legit_004395,usr_norm_0471,merch_razorpay_035,1182.48,INR,2026-08-02T09:34:09+00:00,dev_fingerprint_1584,192.168.28.191,"Chennai, IN",pm_tok_synthetic_02627,708,1,2,1,1,0,NONE
tx_legit_003253,usr_norm_2087,merch_razorpay_056,749.27,INR,2026-08-02T09:35:56+00:00,dev_fingerprint_2097,192.168.57.2,"Hyderabad, IN",pm_tok_synthetic_02668,858,2,0,1,1,0,NONE
tx_legit_013613,usr_norm_0580,merch_razorpay_054,284.79,INR,2026-08-02T09:37:13+00:00,dev_fingerprint_0044,192.168.10.7,"Chennai, IN",pm_tok_synthetic_00809,939,1,0,1,11,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_012391,usr_norm_2892,merch_razorpay_021,249.72,INR,2026-08-02T09:37:47+00:00,dev_fingerprint_1929,192.168.10.7,"Delhi, IN",pm_tok_synthetic_02346,391,1,0,2,19,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_007707,usr_norm_2473,merch_razorpay_085,1290.51,INR,2026-08-02T09:39:58+00:00,dev_fingerprint_1866,192.168.10.7,"Bengaluru, IN",pm_tok_synthetic_01850,57,2,1,1,22,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005967,usr_norm_0957,merch_razorpay_064,295.35,INR,2026-08-02T09:42:29+00:00,dev_family_shared_022,192.168.134.125,"Kolkata, IN",pm_tok_synthetic_00873,694,1,0,4,3,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_004510,usr_norm_2383,merch_razorpay_031,616.72,INR,2026-08-02T09:43:16+00:00,dev_fingerprint_0057,192.168.143.95,"Mumbai, IN",pm_tok_synthetic_02426,279,2,0,1,2,0,NONE
tx_legit_007773,usr_norm_0987,merch_razorpay_026,1008.1,INR,2026-08-02T09:43:22+00:00,dev_fingerprint_1548,192.168.163.30,"Kolkata, IN",pm_tok_synthetic_00186,732,1,0,1,1,0,NONE
tx_legit_004276,usr_norm_0096,merch_razorpay_032,307.7,INR,2026-08-02T09:43:35+00:00,dev_fingerprint_1073,192.168.165.203,"Ahmedabad, IN",pm_tok_synthetic_02953,649,2,0,2,2,0,NONE
tx_legit_002644,usr_norm_2587,merch_razorpay_074,312.16,INR,2026-08-02T09:45:30+00:00,dev_fingerprint_0235,192.168.142.181,"Kolkata, IN",pm_tok_synthetic_01190,465,1,0,1,1,0,NONE
tx_legit_006204,usr_norm_0378,merch_razorpay_091,673.56,INR,2026-08-02T09:55:41+00:00,dev_fingerprint_0873,192.168.203.102,"Kolkata, IN",pm_tok_synthetic_00949,831,2,0,1,1,0,NONE
tx_legit_006041,usr_norm_0456,merch_razorpay_012,773.27,INR,2026-08-02T10:02:56+00:00,dev_fingerprint_1862,192.168.35.68,"Mumbai, IN",pm_tok_synthetic_02662,324,1,0,1,1,0,NONE
tx_legit_004939,usr_norm_2830,merch_razorpay_060,132.93,INR,2026-08-02T10:04:30+00:00,dev_fingerprint_0003,192.168.24.238,"Bengaluru, IN",pm_tok_synthetic_00286,807,2,0,1,1,0,NONE
